"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","MntMeatProducts","NumWebPurchases","NumCatalogPurchases","NumStorePurchases"
"1118",1175,1983,"Master","Married",36262,0,0,12.6969384566991,1.46410161513775,2.47213595499958,1.46410161513775
"1119",880,1966,"Basic","Together",22634,0,0,4.6332495807108,0.82842712474619,0,0.82842712474619
"1120",2320,1978,"2n Cycle","Married",47025,0,1,13.3622914957372,4.6332495807108,0,2.89897948556636
"1121",850,1968,"Graduation","Single",70566,0,1,27.3257565972304,2.89897948556636,2.47213595499958,4
"1122",4713,1979,"PhD","Married",31605,1,0,10.9614813968157,0.82842712474619,0,2
"1123",675,1973,"Master","Divorced",52034,1,1,17.2873015219859,2,0.82842712474619,2.47213595499958
"1124",5025,1979,"Graduation","Single",48526,1,0,7.59166304662544,0.82842712474619,0,2
"1125",2308,1954,"Graduation","Married",46734,0,1,21.4093998214393,2.89897948556636,0,2.47213595499958
"1126",5995,1962,"Graduation","Divorced",39552,1,1,22.2487113059643,2.89897948556636,0.82842712474619,2.47213595499958
"1127",6749,1966,"Graduation","Single",86358,1,1,42.4522215417857,2.47213595499958,1.46410161513775,2.89897948556636
"1128",1010,1977,"Graduation","Together",46931,2,1,6.24621125123532,0,0,1.46410161513775
"1129",8977,1985,"Basic","Single",16581,0,0,2,-2,-2,1.46410161513775
"1130",4756,1952,"2n Cycle","Divorced",63998,0,0,55.2013985843004,3.29150262212918,2.89897948556636,4.6332495807108
"1131",3412,1951,"Master","Married",67381,0,1,12.560219778561,0.82842712474619,0.82842712474619,4
"1132",606,1967,"Graduation","Single",25930,1,1,0.82842712474619,0,-2,0.82842712474619
"1133",5961,1978,"Graduation","Married",42693,1,0,6.94427190999916,0,-2,1.46410161513775
"1134",2975,1976,"Graduation","Together",85606,0,1,56.7877538267963,2.89897948556636,3.29150262212918,4
"1135",2894,1985,"Graduation","Single",72903,0,0,52.7722557505166,3.29150262212918,2.47213595499958,3.65685424949238
"1136",7613,1974,"2n Cycle","Together",49669,1,0,18.6881608655772,2.47213595499958,0,2.89897948556636
"1137",10542,1968,"PhD","Married",36778,1,1,9.6619037896906,1.46410161513775,-2,1.46410161513775
"1138",8015,1962,"PhD","Divorced",85696,0,0,37.7492138287036,2,2.89897948556636,4
"1139",10617,1989,"Master","Divorced",10979,0,0,4.32455532033676,1.46410161513775,-2,1.46410161513775
"1140",11166,1961,"Graduation","Married",49678,0,1,12.9666295470958,2.89897948556636,0.82842712474619,2
"1141",849,1953,"Master","Together",56129,0,1,21.0651251893416,2.89897948556636,0.82842712474619,4.32455532033676
"1142",523,1989,"Graduation","Married",37155,1,0,8.19803902718557,0.82842712474619,-2,2
"1143",4066,1978,"2n Cycle","Divorced",21282,1,0,3.65685424949238,0.82842712474619,0,0.82842712474619
"1144",8414,1962,"PhD","Single",33419,0,1,4.92820323027551,0.82842712474619,-2,2
"1145",819,1945,"Graduation","Widow",63285,0,0,29.559467676119,2.89897948556636,2.47213595499958,5.21110255092798
"1146",4961,1974,"Master","Together",21255,1,0,8,0.82842712474619,0,2
"1147",749,1981,"Graduation","Together",42162,1,0,13.3622914957372,1.46410161513775,0,1.46410161513775
"1148",5430,1956,"Graduation","Together",54450,1,1,24.153393661244,4,0.82842712474619,3.65685424949238
"1149",7755,1954,"PhD","Married",57744,0,1,10.4899959967968,4,0,2
"1150",10525,1986,"Graduation","Single",26576,1,0,3.65685424949238,0,-2,0.82842712474619
"1151",1453,1943,"PhD","Widow",57513,0,0,25.0554985169374,4,1.46410161513775,5.21110255092798
"1152",8310,1964,"Graduation","Together",68142,0,1,26,4.32455532033676,2,3.29150262212918
"1153",10710,1979,"Graduation","Married",7500,0,1,1.46410161513775,0,-2,0.82842712474619
"1154",5031,1974,"Graduation","Together",83145,0,0,52.0740233383831,2.47213595499958,4,4.6332495807108
"1155",2613,1960,"Master","Married",54197,0,1,10.1655250605964,0,1.46410161513775,2.89897948556636
"1156",213,1963,"PhD","Single",23091,1,1,4.6332495807108,0.82842712474619,0,1.46410161513775
"1157",967,1976,"Graduation","Married",46049,1,1,19.1660104885167,2.47213595499958,0.82842712474619,4
"1158",1077,1974,"Graduation","Together",56715,0,0,28.9192496674806,3.29150262212918,1.46410161513775,2
"1159",7959,1961,"Graduation","Married",79410,0,0,41.9545219516718,1.46410161513775,0.82842712474619,2.47213595499958
"1160",640,1951,"Graduation","Married",57304,0,1,34.2767142944341,3.29150262212918,2.89897948556636,4.32455532033676
"1161",4252,1965,"Graduation","Married",44375,0,1,8.58300524425836,2,0,2.89897948556636
"1162",8432,1956,"Graduation","Together",54450,1,1,24.153393661244,4,0.82842712474619,3.65685424949238
"1163",6218,1965,"Graduation","Married",59594,0,1,8.77032961426901,3.65685424949238,0,3.29150262212918
"1164",6905,1994,"Graduation","Together",80685,0,0,47.152822909778,2.89897948556636,2,4.32455532033676
"1165",5922,1974,"PhD","Married",40344,0,1,2.89897948556636,2,0,2.47213595499958
"1166",3598,1972,"Graduation","Married",62710,0,1,16.2208671582886,2,0.82842712474619,4.92820323027551
"1167",6116,1968,"2n Cycle","Married",48985,0,1,6.48528137423857,0,0,1.46410161513775
"1168",6263,1968,"Graduation","Together",35322,1,2,10.1655250605964,0.82842712474619,-2,2
"1169",10486,1948,"Graduation","Married",77142,0,0,23.4558441227157,2,2,3.65685424949238
"1170",2410,1969,"Graduation","Single",81657,0,0,39.2310562561766,1.46410161513775,2,3.65685424949238
"1171",193,1996,"Basic","Married",14421,0,0,0.82842712474619,0,-2,0.82842712474619
"1172",3363,1974,"2n Cycle","Married",20130,0,0,1.46410161513775,0,-2,1.46410161513775
"1173",8278,1990,"PhD","Married",74214,0,0,44.776062254106,3.65685424949238,0.82842712474619,2.47213595499958
"1174",10660,1957,"Master","Married",66726,1,1,9.83215956619923,3.65685424949238,0.82842712474619,2
"1175",8686,1979,"Basic","Together",23724,1,0,5.74596669241483,0.82842712474619,-2,1.46410161513775
"1176",1604,1960,"Master","Married",47353,0,1,6.71779788708135,0.82842712474619,0.82842712474619,2.89897948556636
"1177",5907,1952,"Master","Married",33444,1,1,3.65685424949238,0,-2,0.82842712474619
"1178",10669,1981,"Graduation","Married",54386,0,1,14,1.46410161513775,0.82842712474619,4.32455532033676
"1179",2918,1981,"Graduation","Divorced",28510,1,1,6.71779788708135,0.82842712474619,-2,2
"1180",5735,1991,"Master","Single",90638,0,0,58.4979338490167,1.46410161513775,2,4.32455532033676
"1181",359,1950,"Graduation","Together",48070,0,1,16.2208671582886,3.65685424949238,0.82842712474619,2.89897948556636
"1182",8387,1957,"Graduation","Married",43140,0,1,15.4355957741627,2,0,2.47213595499958
"1183",1829,1961,"PhD","Divorced",54959,0,1,13.4919333848297,4,2.47213595499958,2
"1184",3839,1958,"Basic","Single",15056,1,1,1.46410161513775,0.82842712474619,0.82842712474619,1.46410161513775
"1185",9392,1971,"Graduation","Single",26954,1,0,4.6332495807108,0,-2,0.82842712474619
"1186",2292,1985,"Graduation","Single",22327,1,0,3.65685424949238,0,-2,1.46410161513775
"1187",10466,1965,"Graduation","Married",44393,1,1,6.94427190999916,0,-2,2
"1188",9855,1952,"PhD","Single",62000,0,1,18.0997512422418,2.89897948556636,2.89897948556636,5.21110255092798
"1189",4088,1962,"PhD","Together",31497,0,1,8.58300524425836,1.46410161513775,0,2
"1190",5231,1974,"2n Cycle","Married",45894,0,2,3.29150262212918,0,-2,1.46410161513775
"1191",590,1970,"Master","Divorced",78579,0,0,44.8614980554399,2.47213595499958,2.89897948556636,2
"1192",8732,1969,"Master","Widow",67369,0,1,14.7332005306815,3.29150262212918,2,4.32455532033676
"1193",2315,1960,"Graduation","Divorced",58401,0,1,4.6332495807108,0,0.82842712474619,0.82842712474619
"1194",3515,1952,"Graduation","Single",62307,0,1,9.6619037896906,2,-2,2
"1195",2245,1969,"Master","Married",43641,1,1,12.2828568570857,0.82842712474619,0,2
"1196",6283,1968,"Master","Divorced",63841,0,1,18,4,1.46410161513775,4
"1197",2246,1965,"2n Cycle","Married",46891,0,1,7.59166304662544,0.82842712474619,0,2
"1198",6606,1969,"Master","Married",70091,1,0,21.4093998214393,2.47213595499958,0.82842712474619,4.32455532033676
"1199",5545,1972,"PhD","Married",78075,0,0,30.1869538788622,1.46410161513775,2.47213595499958,2.47213595499958
"1200",7342,1961,"2n Cycle","Widow",59184,0,1,19.2602916254693,2.89897948556636,2.89897948556636,4.92820323027551
"1201",837,1977,"Graduation","Married",54809,1,1,13.0996688705415,0.82842712474619,0,2.47213595499958
"1202",9500,1959,"Graduation","Married",58113,0,1,24,4,0.82842712474619,3.65685424949238
"1203",3602,1958,"Master","Married",51412,0,1,8.77032961426901,1.46410161513775,0.82842712474619,2
"1204",234,1979,"Graduation","Divorced",15287,1,0,3.65685424949238,0,0,0.82842712474619
"1205",2995,1957,"Master","Together",66636,0,0,50.4976189936268,1.46410161513775,2,4
"1206",1118,1956,"Master","Married",50965,0,1,16.4390889145858,4.32455532033676,2,2.47213595499958
"1207",7789,1965,"PhD","Married",84618,0,0,54.6038867923396,2.89897948556636,4,4.32455532033676
"1208",3068,1990,"Graduation","Married",18351,0,0,4,0.82842712474619,-2,1.46410161513775
"1209",8955,1957,"PhD","Together",40451,0,2,2,0,0,0.82842712474619
"1210",945,1965,"Graduation","Together",36317,0,1,8,1.46410161513775,-2,2
"1211",5644,1957,"Graduation","Together",42213,0,1,7.79795897113271,2.47213595499958,0,3.29150262212918
"1212",7192,1955,"Graduation","Together",65748,0,1,17.2873015219859,0.82842712474619,2,4.32455532033676
"1213",2324,1972,"Graduation","Together",77044,0,1,29.1126983722081,3.29150262212918,4.6332495807108,4.6332495807108
"1214",697,1969,"Graduation","Together",74918,0,0,58.4317797189525,2.47213595499958,4,2.89897948556636
"1215",3439,1972,"Graduation","Married",56721,1,1,10.4899959967968,2,0,2.47213595499958
"1216",1506,1975,"Graduation","Single",42160,1,1,11.4164078649987,0.82842712474619,0,2
"1217",232,1965,"Graduation","Single",61559,0,1,16.7616630392937,2,0.82842712474619,4.32455532033676
"1218",8876,1963,"PhD","Together",33629,1,1,6,1.46410161513775,0,2
"1219",4500,1991,"PhD","Together",68682,0,0,42.9444101084885,2,4,4.32455532033676
"1220",9739,1963,"Graduation","Single",34377,0,1,7.38083151964686,0.82842712474619,0.82842712474619,0.82842712474619
"1221",10395,1986,"Basic","Single",8940,1,0,1.46410161513775,1.46410161513775,0,1.46410161513775
"1222",1176,1973,"Graduation","Married",26228,1,0,2,0,-2,0.82842712474619
"1223",1627,1957,"2n Cycle","Divorced",77297,0,0,18.8806130178211,2.47213595499958,3.29150262212918,4
"1224",938,1981,"Graduation","Married",40211,1,1,3.29150262212918,0.82842712474619,0,0.82842712474619
"1225",2740,1958,"PhD","Widow",33438,1,1,6,0.82842712474619,0,2
"1226",257,1959,"PhD","Married",75032,0,1,24.8328157299975,2.47213595499958,2,4
"1227",4058,1955,"PhD","Single",61284,0,0,18.591260281974,4.6332495807108,0.82842712474619,3.65685424949238
"1228",7736,1986,"Graduation","Married",22518,1,0,4.92820323027551,0.82842712474619,0,0.82842712474619
"1229",8210,1975,"Master","Married",54730,0,1,6.24621125123532,2,0,3.65685424949238
"1230",833,1955,"Master","Married",38452,1,1,5.48331477354788,1.46410161513775,-2,1.46410161513775
"1231",6230,1971,"Graduation","Divorced",44421,1,1,13.3622914957372,2.47213595499958,-2,2
"1232",7325,1986,"PhD","Together",38197,1,0,4.6332495807108,0,-2,1.46410161513775
"1233",1307,1978,"Graduation","Divorced",41986,0,1,3.65685424949238,1.46410161513775,-2,2
"1234",1502,1983,"Graduation","Together",28427,1,0,6.71779788708135,0.82842712474619,-2,1.46410161513775
"1235",6211,1976,"PhD","Together",37395,1,0,4,0,-2,1.46410161513775
"1236",843,1971,"Graduation","Married",64722,1,0,31.466401061363,3.65685424949238,0.82842712474619,4.6332495807108
"1237",4174,1956,"Master","Together",55249,0,1,6.71779788708135,0.82842712474619,0,2
"1238",9757,1972,"Graduation","Together",84906,0,0,38.6939798987516,2.47213595499958,2.89897948556636,4.92820323027551
"1239",6918,1989,"Graduation","Married",28691,1,0,5.21110255092798,0,-2,1.46410161513775
"1240",286,1952,"Graduation","Single",44213,1,1,9.83215956619923,0.82842712474619,0,2.47213595499958
"1241",11086,1984,"Basic","Single",25707,1,0,0.82842712474619,0,-2,1.46410161513775
"1242",1921,1967,"PhD","Married",59062,2,1,4.92820323027551,0.82842712474619,-2,1.46410161513775
"1243",4138,1962,"Graduation","Single",76624,0,1,22.2487113059643,2.47213595499958,4.32455532033676,3.29150262212918
"1244",7718,1947,"Master","Together",66000,0,0,30.86335345031,0,1.46410161513775,2.47213595499958
"1245",1291,1978,"PhD","Together",27683,1,0,20,2.89897948556636,0.82842712474619,2
"1246",6862,1971,"Graduation","Divorced",1730,0,0,1.46410161513775,-2,-2,-2
"1247",4136,1992,"Basic","Single",7500,1,0,6.48528137423857,1.46410161513775,0.82842712474619,0.82842712474619
"1248",803,1968,"Graduation","Together",40521,1,1,2.47213595499958,-2,0,0.82842712474619
"1249",4298,1973,"PhD","Together",20427,1,0,2,0,-2,0.82842712474619
"1250",10833,1975,"Graduation","Married",65106,0,1,21.0651251893416,3.65685424949238,1.46410161513775,5.21110255092798
"1251",9606,1965,"PhD","Married",69969,0,0,43.3431361950185,2,0.82842712474619,2.89897948556636
"1252",8534,1952,"Graduation","Married",67433,0,2,30.1869538788622,2.89897948556636,2.47213595499958,5.21110255092798
"1253",5153,1967,"PhD","Married",77766,0,1,30.5576411921994,4.6332495807108,4.32455532033676,4.6332495807108
"1254",961,1972,"Graduation","Married",74716,0,1,39.0365690573664,3.29150262212918,1.46410161513775,2.47213595499958
"1255",5011,1963,"Graduation","Divorced",68118,0,1,20.1810730128188,3.65685424949238,4,2
"1256",6653,1970,"PhD","Married",55158,1,1,16.6547581061776,3.29150262212918,0.82842712474619,2.47213595499958
"1257",9094,1955,"2n Cycle","Married",62972,0,1,11.7113092008021,3.29150262212918,2,1.46410161513775
"1258",810,1975,"Graduation","Married",74190,0,1,16.5472369909914,2,0.82842712474619,4.6332495807108
"1259",5493,1976,"Graduation","Married",39356,1,1,0.82842712474619,0,-2,0.82842712474619
"1260",2147,1969,"Graduation","Together",76653,0,0,59.5142259969188,2,3.29150262212918,4.6332495807108
"1261",5107,1973,"PhD","Divorced",35860,1,1,3.65685424949238,0,0,0.82842712474619
"1262",3979,1983,"PhD","Divorced",90687,0,0,49.8459255872629,2.89897948556636,0.82842712474619,3.65685424949238
"1263",6049,1982,"Master","Together",73450,0,0,38.7430975749267,3.29150262212918,3.65685424949238,4.6332495807108
"1264",8147,1960,"Graduation","Married",31454,1,1,4.6332495807108,0.82842712474619,-2,1.46410161513775
"1265",1857,1952,"Graduation","Single",47139,1,1,4.92820323027551,0.82842712474619,0,0.82842712474619
"1266",3910,1975,"Graduation","Divorced",83829,0,0,39.4728827066554,2,3.29150262212918,2.89897948556636
"1267",5207,1963,"PhD","Married",53378,1,1,22.6576560118759,4,2,2.89897948556636
"1268",11114,1970,"Graduation","Together",19656,1,0,4,0.82842712474619,0,1.46410161513775
"1269",5429,1948,"PhD","Married",45579,0,1,9.48912529307606,2,0,2
"1270",9400,1958,"2n Cycle","Single",85485,0,0,47.4368283772331,2.89897948556636,2.89897948556636,2.89897948556636
"1271",1740,1944,"Graduation","Married",55956,0,0,18.3960780543711,3.29150262212918,1.46410161513775,2
"1272",7488,1963,"Master","Single",64191,0,1,25.2763633939717,2.47213595499958,1.46410161513775,5.21110255092798
"1273",195,1972,"Graduation","Single",38808,1,0,12.422205101856,2.47213595499958,0,2
"1274",635,1966,"Master","Married",57183,1,1,14,4,0,3.29150262212918
"1275",7527,1968,"Master","Divorced",23748,1,0,8.77032961426901,0.82842712474619,0,1.46410161513775
"1276",10319,1971,"Graduation","Married",66303,0,1,17.5959179422654,1.46410161513775,2,4.6332495807108
"1277",2296,1975,"Master","Married",37368,1,0,4.6332495807108,0,-2,0.82842712474619
"1278",10637,1964,"Graduation","Married",40800,1,2,8.39230484541326,1.46410161513775,-2,1.46410161513775
"1279",2931,1978,"Graduation","Divorced",71847,0,0,18.591260281974,2.89897948556636,3.29150262212918,4
"1280",907,1975,"Graduation","Married",46149,0,1,14.8522995463527,2.47213595499958,0,3.29150262212918
"1281",3698,1983,"Graduation","Together",78687,0,0,50.4213696883246,2,2.89897948556636,3.65685424949238
"1282",9516,1971,"2n Cycle","Divorced",49118,0,0,28.9192496674806,4,3.29150262212918,4.32455532033676
"1283",679,1957,"PhD","Married",37633,1,1,6.94427190999916,0,-2,1.46410161513775
"1284",7384,1951,"Master","Together",39767,0,0,26.5657137141714,3.29150262212918,0,3.29150262212918
"1285",5043,1951,"Basic","Married",26997,0,0,15.6635217326557,2,0.82842712474619,2.47213595499958
"1286",5267,1970,"Graduation","Divorced",33986,1,0,6.48528137423857,0,-2,1.46410161513775
"1287",339,1972,"PhD","Married",57091,0,1,7.79795897113271,4,0.82842712474619,2.47213595499958
"1288",2516,1969,"2n Cycle","Married",46831,1,1,4.32455532033676,0,0.82842712474619,0.82842712474619
"1289",9010,1972,"Master","Married",83151,0,0,56.0344725141876,2.47213595499958,3.29150262212918,4.32455532033676
"1290",378,1971,"Graduation","Married",52531,0,0,22.576411454889,3.29150262212918,0.82842712474619,4.32455532033676
"1291",4808,1956,"Graduation","Married",15759,0,0,2.47213595499958,0,-2,0.82842712474619
"1292",5068,1971,"Graduation","Single",22804,1,0,3.29150262212918,0.82842712474619,-2,0.82842712474619
"1293",7628,1973,"2n Cycle","Married",43050,1,0,7.79795897113271,0.82842712474619,-2,2
"1294",7128,1977,"PhD","Single",42997,1,1,2.47213595499958,0,-2,0.82842712474619
"1295",2811,1963,"PhD","Single",48918,1,1,4,0,-2,2
"1296",3551,1954,"Master","Together",60033,0,1,13.0996688705415,0.82842712474619,0,2.47213595499958
"1297",1663,1978,"PhD","Together",34043,1,0,5.48331477354788,0.82842712474619,-2,0.82842712474619
"1298",5543,1966,"Graduation","Together",57811,0,1,19.3541565040626,3.29150262212918,0.82842712474619,4.6332495807108
"1299",1577,1946,"Graduation","Married",78569,0,0,47.8798556533597,2,2.89897948556636,2
"1300",10641,1978,"Graduation","Single",7500,1,1,2,0.82842712474619,0,1.46410161513775
"1301",5336,1971,"Master","Together",157733,1,0,4,0,-2,0
"1302",6024,1953,"Graduation","Together",94384,0,0,54.2138772902208,2.47213595499958,3.65685424949238,2.47213595499958
"1303",1878,1985,"2n Cycle","Married",23148,0,0,3.65685424949238,0.82842712474619,-2,1.46410161513775
"1304",3099,1970,"Graduation","Divorced",44267,1,1,14.1245154965971,2.47213595499958,0.82842712474619,2
"1305",6055,1979,"Graduation","Married",71626,0,0,36.7814388593306,2.47213595499958,2.47213595499958,3.65685424949238
"1306",5841,1966,"Graduation","Together",60894,0,1,22.8997991959775,4.32455532033676,1.46410161513775,3.65685424949238
"1307",3972,1976,"Graduation","Together",50200,1,1,12.2828568570857,3.29150262212918,0,2.47213595499958
"1308",4394,1965,"PhD","Married",81051,0,0,29.559467676119,2.47213595499958,2.47213595499958,4.92820323027551
"1309",5758,1982,"Graduation","Married",65169,0,0,14.6132477258361,4.32455532033676,2,5.21110255092798
"1310",6658,1972,"Graduation","Together",59868,0,1,22.8193472919817,4.6332495807108,0.82842712474619,4.92820323027551
"1311",4603,1960,"PhD","Married",65695,0,1,25.495454169735,2.47213595499958,2,4.32455532033676
"1312",8427,1956,"Master","Single",64857,0,0,51.5537113559835,3.29150262212918,2.47213595499958,4.32455532033676
"1313",10260,1965,"Master","Together",45143,0,1,15.2046505340853,2.89897948556636,0,2.47213595499958
"1314",7143,1955,"2n Cycle","Together",74805,0,1,26.9136645896019,2,3.29150262212918,4.32455532033676
"1315",8789,1989,"2n Cycle","Married",59060,1,0,19.0713075057055,1.46410161513775,0,3.29150262212918
"1316",6197,1962,"PhD","Single",27238,1,1,6.24621125123532,1.46410161513775,-2,1.46410161513775
"1317",4554,1965,"Graduation","Together",47009,0,1,15.0880074906351,1.46410161513775,0.82842712474619,3.65685424949238
"1318",4937,1973,"2n Cycle","Married",46094,1,1,6.94427190999916,0,-2,1.46410161513775
"1319",1920,1972,"Graduation","Married",40321,1,1,7.16515138991168,1.46410161513775,-2,1.46410161513775
"1320",8749,1984,"Graduation","Together",37235,1,0,4,0,0,0.82842712474619
"1321",1650,1960,"Master","Married",81843,0,0,44.3465209050259,2.47213595499958,4,4.92820323027551
"1322",10377,1958,"Master","Together",46692,0,1,17.6977156035922,2.89897948556636,0,2.47213595499958
"1323",9206,1968,"Graduation","Together",77382,0,1,28.3973683071413,2.47213595499958,3.29150262212918,4.92820323027551
"1324",10971,1977,"Graduation","Single",37774,2,0,18.6881608655772,3.29150262212918,0.82842712474619,1.46410161513775
"1325",6398,1974,"Basic","Married",18393,1,0,5.21110255092798,1.46410161513775,-2,1.46410161513775
"1326",9212,1962,"Master","Married",72828,0,1,28.6594194335118,2.89897948556636,1.46410161513775,5.21110255092798
"1327",7937,1982,"Graduation","Married",24711,0,0,8,1.46410161513775,-2,1.46410161513775
"1328",839,1975,"PhD","Married",45503,1,0,11.2664991614216,1.46410161513775,0,2
"1329",4246,1982,"Master","Single",6560,0,0,8.19803902718557,0,-2,0
"1330",158,1945,"PhD","Together",71604,0,0,43.9565011723042,3.65685424949238,1.46410161513775,2.47213595499958
"1331",4832,1979,"Graduation","Married",27244,1,0,6.24621125123532,0.82842712474619,0.82842712474619,0.82842712474619
"1332",5621,1969,"Graduation","Married",48752,1,1,18,2.89897948556636,0,2.47213595499958
"1333",1945,1962,"Graduation","Married",71434,0,1,27.4618397253125,3.29150262212918,2,3.29150262212918
"1334",5147,1948,"Graduation","Single",90842,0,0,19.7255609824004,2,4,5.21110255092798
"1335",2535,1978,"Master","Married",88097,1,0,41.8178046004133,2.89897948556636,2.47213595499958,3.65685424949238
"1336",11039,1975,"Graduation","Married",51948,0,1,12.6969384566991,2.47213595499958,0.82842712474619,2
"1337",9495,1982,"Graduation","Together",71853,0,0,38.6448028658032,0.82842712474619,3.65685424949238,2.89897948556636
"1338",9635,1983,"Master","Married",35876,0,0,10.6491106406735,1.46410161513775,0,1.46410161513775
"1339",2173,1952,"Graduation","Widow",40049,0,1,3.29150262212918,0,-2,1.46410161513775
"1340",942,1982,"Graduation","Single",39660,1,0,15.6635217326557,3.29150262212918,0,1.46410161513775
"1341",9386,1962,"Graduation","Together",50127,0,1,7.16515138991168,2.47213595499958,0,2.89897948556636
"1342",5510,1977,"Master","Married",43263,0,1,13.6204993518133,2.47213595499958,0.82842712474619,2.89897948556636
"1343",873,1949,"Master","Married",62845,1,1,11.4164078649987,1.46410161513775,2,4.32455532033676
"1344",2253,1990,"Graduation","Married",18929,0,0,3.65685424949238,0,-2,2
"1345",5181,1982,"Basic","Single",24367,1,0,0.82842712474619,0,-2,0.82842712474619
"1346",979,1975,"Graduation","Single",33249,1,0,7.16515138991168,0.82842712474619,0,1.46410161513775
"1347",10390,1959,"2n Cycle","Married",26887,0,1,2,0,-2,1.46410161513775
"1348",4698,1983,"PhD","Married",50150,0,0,17.1833260932509,2.47213595499958,0.82842712474619,3.29150262212918
"1349",7793,1976,"Graduation","Together",62061,0,1,16.3303027798234,4.32455532033676,2,3.29150262212918
"1350",1745,1962,"PhD","Divorced",85696,0,0,37.7492138287036,2,2.89897948556636,4
"1351",10590,1956,"PhD","Together",76542,0,0,45.8748368143433,2,3.65685424949238,4.32455532033676
"1352",5080,1993,"Graduation","Single",70515,0,0,40.5205832509386,2.89897948556636,2.89897948556636,2
"1353",8369,1987,"Graduation","Together",18227,1,0,3.29150262212918,-2,0,0.82842712474619
"1354",5232,1965,"Graduation","Married",69139,0,1,15.3205080756888,2,0,2.47213595499958
"1355",2407,1982,"Graduation","Married",69109,0,0,40.8485705712571,2.89897948556636,2.89897948556636,3.29150262212918
"1356",3834,1962,"Graduation","Single",69627,0,1,27.3257565972304,3.65685424949238,0.82842712474619,4.6332495807108
"1357",7912,1978,"Graduation","Married",38136,1,0,8.39230484541326,1.46410161513775,0,0.82842712474619
"1358",7712,1946,"PhD","Single",62159,0,0,30.1869538788622,2.89897948556636,0.82842712474619,4.32455532033676
"1359",1065,1963,"Graduation","Single",80695,0,0,60.7375485654325,2.47213595499958,3.65685424949238,2.47213595499958
"1360",7275,1971,"Master","Single",33316,1,1,9.13552872566004,0.82842712474619,0,2
"1361",1343,1968,"Graduation","Together",58554,1,1,14.4924225024706,3.65685424949238,0.82842712474619,2.89897948556636
"1362",1384,1992,"Basic","Married",17256,1,0,5.48331477354788,0.82842712474619,0,0.82842712474619
"1363",9967,1974,"Graduation","Divorced",53034,1,1,26,2.89897948556636,0,3.29150262212918
"1364",6181,1950,"2n Cycle","Together",52203,0,0,28.854497241083,3.65685424949238,3.29150262212918,4.6332495807108
"1365",10507,1977,"2n Cycle","Divorced",59601,0,1,14.6132477258361,0.82842712474619,0.82842712474619,3.29150262212918
"1366",2674,1958,"Master","Single",75154,0,1,26.6356421265527,2.89897948556636,1.46410161513775,2.89897948556636
"1367",2698,1976,"Graduation","Single",47025,0,1,18.7846096908265,2.89897948556636,1.46410161513775,2.47213595499958
"1368",3231,1973,"Graduation","Married",37971,1,0,4.32455532033676,0,-2,1.46410161513775
"1369",4096,1968,"Master","Divorced",41335,1,0,7.16515138991168,2,0,2
"1370",10476,1958,"Graduation","Married",67267,0,1,13.3622914957372,1.46410161513775,0.82842712474619,2.47213595499958
"1371",5948,1975,"Graduation","Single",57338,0,1,12.422205101856,2,0,2.47213595499958
"1372",9140,1960,"2n Cycle","Together",50523,1,1,7.79795897113271,0.82842712474619,-2,2
"1373",10258,1965,"Master","Single",35791,2,1,2.47213595499958,0,-2,1.46410161513775
"1374",5675,1960,"PhD","Divorced",50611,0,1,7.79795897113271,2,2.47213595499958,3.29150262212918
"1375",4743,1969,"PhD","Married",56242,0,1,23.8456959666402,3.65685424949238,2,4.6332495807108
"1376",8805,1960,"Graduation","Single",48904,0,1,10.328828005938,3.29150262212918,0.82842712474619,2
"1377",1542,1975,"Graduation","Single",56243,1,2,9.83215956619923,2,0.82842712474619,3.65685424949238
"1378",6770,1985,"Graduation","Married",21355,1,0,5.48331477354788,0.82842712474619,0,0.82842712474619
"1379",8773,1971,"Master","Together",57420,0,1,6.48528137423857,2.47213595499958,0,2.89897948556636
"1381",10420,1955,"Master","Divorced",46390,0,1,14,2,0.82842712474619,1.46410161513775
"1382",7514,1956,"2n Cycle","Together",54342,1,1,9.6619037896906,1.46410161513775,0,2
"1385",793,1973,"Graduation","Married",20895,1,0,6.24621125123532,0.82842712474619,-2,1.46410161513775
"1386",10909,1948,"Graduation","Married",92344,0,0,50.687759489278,2.47213595499958,4.32455532033676,2.47213595499958
"1388",8702,1976,"2n Cycle","Together",26907,1,1,3.29150262212918,0,-2,1.46410161513775
"1389",4791,1980,"Graduation","Together",44964,1,1,6.24621125123532,0,-2,1.46410161513775
"1390",2963,1979,"Graduation","Together",75507,0,0,36.6781592116274,3.65685424949238,2.89897948556636,2.89897948556636
"1391",8216,1972,"Master","Married",53761,1,1,15.4355957741627,2,2,1.46410161513775
"1392",8140,1973,"Graduation","Together",22682,1,0,8.77032961426901,0.82842712474619,0,2
"1393",10146,1972,"PhD","Together",38887,1,0,5.21110255092798,0,-2,1.46410161513775
"1394",5289,1975,"2n Cycle","Single",41658,1,1,4.92820323027551,0,0,0.82842712474619
"1395",2587,1972,"PhD","Married",29791,1,0,2.89897948556636,0.82842712474619,-2,1.46410161513775
"1396",4405,1956,"Master","Married",63915,0,2,19.4476105895272,2.89897948556636,1.46410161513775,4.92820323027551
